snapshot_date,code,rule,dry_state,original_rank,reward_only_rank,rank_delta,original_top3_position,reward_only_top3_position,original_top3_member,reward_only_top3_member
2026-06-05,BPOP,pivot,False,44,26,18,,,False,False
2026-06-05,BWFG,pivot,False,45,27,18,,,False,False
2026-06-05,C,ceiling_pullback,True,29,36,-7,,,False,False
2026-06-05,CATY,pivot,True,17,17,0,,,False,False
2026-06-05,CBK,pivot,False,15,15,0,,,False,False
2026-06-05,CNC,three_weeks_tight,Missing,40,60,-20,,,False,False
2026-06-05,CNOB,pivot,True,18,18,0,,,False,False
2026-06-05,CSX,pivot,False,50,40,10,,,False,False
2026-06-05,DINO,ma10_touch_confirm,True,19,19,0,,,False,False
2026-06-05,DOC,ma10_touch_confirm,False,46,28,18,,,False,False
2026-06-05,DOCN,pivot,True,41,61,-20,,,False,False
2026-06-05,DTM,pivot,False,91,89,2,,,False,False
2026-06-05,FBP,pivot,False,56,47,9,,,False,False
2026-06-05,FCF,pivot,Missing,34,48,-14,,,False,False
2026-06-05,FRST,pivot,Missing,12,14,-2,,,False,False
2026-06-05,FSBC,ma10_touch_confirm,Missing,7,7,0,,,False,False
2026-06-05,FSEA,pivot,False,57,49,8,,,False,False
2026-06-05,FXNC,pivot,False,51,41,10,,,False,False
2026-06-05,GL,ma10_touch_confirm,False,58,50,8,,,False,False
2026-06-05,GRDN,ma10_touch_confirm,False,63,62,1,,,False,False
2026-06-05,GSBC,ma10_touch_confirm,False,64,63,1,,,False,False
2026-06-05,GWW,pivot,False,59,51,8,,,False,False
2026-06-05,IESC,pivot,False,52,42,10,,,False,False
2026-06-05,IVT,ma10_touch_confirm,True,30,37,-7,,,False,False
2026-06-05,JLHL,pivot,True,94,95,-1,,,False,False
2026-06-05,KRP,ceiling_pullback,False,107,106,1,,,False,False
2026-06-05,LGND,ceiling_pullback,False,47,29,18,,,False,False
2026-06-05,LIN,pivot,False,49,34,15,,,False,False
2026-06-05,MAC,pivot,False,53,43,10,,,False,False
2026-06-05,MAR,pivot,Missing,42,64,-22,,,False,False
2026-06-05,MCRI,ceiling_pullback,True,8,8,0,,,False,False
2026-06-05,MEC,pivot,False,85,76,9,,,False,False
2026-06-05,MPC,pivot,True,23,23,0,,,False,False
2026-06-05,MRX,ma10_touch_confirm,True,25,30,-5,,,False,False
2026-06-05,MSBI,pivot,True,20,20,0,,,False,False
2026-06-05,NBIX,pivot,Missing,11,12,-1,,,False,False
2026-06-05,NTB,pivot,False,14,13,1,,,False,False
2026-06-05,NTRS,pivot,False,48,31,17,,,False,False
2026-06-05,OBK,pivot,Missing,26,32,-6,,,False,False
2026-06-05,ODC,pivot,False,86,79,7,,,False,False
2026-06-05,OSBC,pivot,Missing,35,52,-17,,,False,False
2026-06-05,PCB,ma10_touch_confirm,Missing,27,33,-6,,,False,False
2026-06-05,PEBK,pivot,False,60,53,7,,,False,False
2026-06-05,PFIS,ceiling_pullback,False,61,54,7,,,False,False
2026-06-05,PGC,ceiling_pullback,True,98,98,0,,,False,False
2026-06-05,R,pivot,False,65,65,0,,,False,False
2026-06-05,RBC,pivot,False,106,105,1,,,False,False
2026-06-05,SMBC,ceiling_pullback,False,105,103,2,,,False,False
2026-06-05,SPG,pivot,Missing,36,55,-19,,,False,False
2026-06-05,SPHR,ma10_touch_confirm,True,99,99,0,,,False,False
2026-06-05,SRCE,pivot,True,31,38,-7,,,False,False
2026-06-05,STBA,ma10_touch_confirm,Missing,37,56,-19,,,False,False
2026-06-05,STT,three_weeks_tight,False,62,57,5,,,False,False
2026-06-05,SXI,pivot,False,54,44,10,,,False,False
2026-06-05,TBN,ceiling_pullback,False,92,90,2,,,False,False
2026-06-05,TMP,ma10_touch_confirm,Missing,10,11,-1,,,False,False
2026-06-05,TNL,ceiling_pullback,False,93,92,1,,,False,False
2026-06-05,TWLO,pivot,False,83,74,9,,,False,False
2026-06-05,UNFI,pivot,True,84,88,-4,,,False,False
2026-06-05,UNP,pivot,False,66,66,0,,,False,False
2026-06-05,UTI,pivot,False,87,80,7,,,False,False
2026-06-05,VLO,pivot,True,21,21,0,,,False,False
2026-06-05,VMI,ceiling_pullback,False,55,45,10,,,False,False
2026-06-05,VOYA,pivot,True,33,46,-13,,,False,False
2026-06-05,WABC,pivot,Missing,38,58,-20,,,False,False
2026-06-05,WLKP,pivot,True,102,104,-2,,,False,False
2026-06-05,WSBF,pivot,True,22,22,0,,,False,False
2026-06-05,XOMA,pivot,True,32,39,-7,,,False,False
2026-06-05,XPO,ma10_touch_confirm,False,90,81,9,,,False,False
2026-06-12,ACLS,pivot,True,65,84,-19,,,False,False
2026-06-12,ACNB,three_weeks_tight,False,206,197,9,,,False,False
2026-06-12,AEIS,pivot,False,218,214,4,,,False,False
2026-06-12,AIP,pivot,False,221,218,3,,,False,False
2026-06-12,AIT,pivot,True,51,60,-9,,,False,False
2026-06-12,AIZ,ceiling_pullback,False,78,45,33,,,False,False
2026-06-12,ALGM,pivot,False,198,192,6,,,False,False
2026-06-12,ALL,ma10_touch_confirm,Missing,45,46,-1,,,False,False
2026-06-12,AMAL,pivot,True,52,61,-9,,,False,False
2026-06-12,AMBQ,pivot,False,88,67,21,,,False,False
2026-06-12,AMG,ma10_touch_confirm,Missing,57,68,-11,,,False,False
2026-06-12,AMKR,pivot,False,29,28,1,,,False,False
2026-06-12,ARMK,ma10_touch_confirm,False,79,47,32,,,False,False
2026-06-12,AROW,ceiling_pullback,False,207,199,8,,,False,False
2026-06-12,ASML,ma10_touch_confirm,False,180,161,19,,,False,False
2026-06-12,ASRT,pivot,False,98,89,9,,,False,False
2026-06-12,ASYS,pivot,False,265,263,2,,,False,False
2026-06-12,ATLC,ceiling_pullback,False,263,261,2,,,False,False
2026-06-12,AXSM,pivot,False,222,219,3,,,False,False
2026-06-12,BHB,ma10_touch_confirm,Missing,69,90,-21,,,False,False
2026-06-12,BHE,pivot,True,37,37,0,,,False,False
2026-06-12,BLX,pivot,False,268,268,0,,,False,False
2026-06-12,BNL,ma10_touch_confirm,True,31,31,0,,,False,False
2026-06-12,BOTJ,three_weeks_tight,False,174,150,24,,,False,False
2026-06-12,BPOP,ma10_touch_confirm,False,252,243,9,,,False,False
2026-06-12,BRX,three_weeks_tight,True,38,38,0,,,False,False
2026-06-12,BSRR,ma10_touch_confirm,Missing,58,69,-11,,,False,False
2026-06-12,BURL,pivot,False,106,99,7,,,False,False
2026-06-12,BUSE,three_weeks_tight,Missing,231,234,-3,,,False,False
2026-06-12,BY,pivot,Missing,228,231,-3,,,False,False
2026-06-12,C,pivot,True,193,211,-18,,,False,False
2026-06-12,CAC,pivot,True,32,32,0,,,False,False
2026-06-12,CASY,pivot,False,23,19,4,,,False,False
2026-06-12,CBAN,ma10_touch_confirm,False,107,100,7,,,False,False
2026-06-12,CCNE,pivot,False,27,26,1,,,False,False
2026-06-12,CDP,pivot,Missing,71,101,-30,,,False,False
2026-06-12,CHEF,ceiling_pullback,True,135,139,-4,,,False,False
2026-06-12,CLBK,pivot,False,80,48,32,,,False,False
2026-06-12,CNOB,ma10_touch_confirm,True,177,186,-9,,,False,False
2026-06-12,COCO,pivot,True,39,39,0,,,False,False
2026-06-12,COHU,pivot,False,208,200,8,,,False,False
2026-06-12,CON,ceiling_pullback,False,158,137,21,,,False,False
2026-06-12,COSO,pivot,Missing,241,246,-5,,,False,False
2026-06-12,CPF,ma10_touch_confirm,Missing,72,102,-30,,,False,False
2026-06-12,CRDO,ceiling_pullback,False,25,24,1,,,False,False
2026-06-12,CSTM,pivot,False,209,201,8,,,False,False
2026-06-12,CSX,ma10_touch_confirm,False,81,49,32,,,False,False
2026-06-12,CTBI,pivot,True,66,85,-19,,,False,False
2026-06-12,CTO,pivot,False,89,70,19,,,False,False
2026-06-12,CVS,pivot,True,20,23,-3,,,False,False
2026-06-12,CW,pivot,False,82,50,32,,,False,False
2026-06-12,CZWI,pivot,True,16,16,0,,,False,False
2026-06-12,DBD,pivot,True,46,51,-5,,,False,False
2026-06-12,DCO,ma10_touch_confirm,False,176,155,21,,,False,False
2026-06-12,DCOM,pivot,False,210,202,8,,,False,False
2026-06-12,DOC,ceiling_pullback,False,90,71,19,,,False,False
2026-06-12,DVA,pivot,True,40,40,0,,,False,False
2026-06-12,DXPE,ma10_touch_confirm,False,199,193,6,,,False,False
2026-06-12,EGP,ma10_touch_confirm,False,91,72,19,,,False,False
2026-06-12,ELA,pivot,False,219,215,4,,,False,False
2026-06-12,ELVN,pivot,True,122,122,0,,,False,False
2026-06-12,ENVA,pivot,Missing,134,138,-4,,,False,False
2026-06-12,ESE,pivot,True,73,103,-30,,,False,False
2026-06-12,ESI,ma10_touch_confirm,True,53,62,-9,,,False,False
2026-06-12,ETON,ma10_touch_confirm,False,187,176,11,,,False,False
2026-06-12,EWBC,pivot,False,108,104,4,,,False,False
2026-06-12,EXEL,ma10_touch_confirm,Missing,47,52,-5,,,False,False
2026-06-12,FAC,ma10_touch_confirm,True,235,238,-3,,,False,False
2026-06-12,FBP,ma10_touch_confirm,False,253,245,8,,,False,False
2026-06-12,FCBC,pivot,Missing,120,120,0,,,False,False
2026-06-12,FCCO,ma10_touch_confirm,Missing,237,240,-3,,,False,False
2026-06-12,FCF,ma10_touch_confirm,Missing,74,105,-31,,,False,False
2026-06-12,FFBC,three_weeks_tight,Missing,59,73,-14,,,False,False
2026-06-12,FFIV,pivot,True,54,63,-9,,,False,False
2026-06-12,FMBH,ma10_touch_confirm,Missing,64,83,-19,,,False,False
2026-06-12,FNRN,pivot,False,246,227,19,,,False,False
2026-06-12,FORM,pivot,False,220,216,4,,,False,False
2026-06-12,FRAF,pivot,True,41,41,0,,,False,False
2026-06-12,FRST,ma10_touch_confirm,Missing,75,106,-31,,,False,False
2026-06-12,FVR,ma10_touch_confirm,Missing,229,232,-3,,,False,False
2026-06-12,FXNC,ceiling_pullback,False,92,74,18,,,False,False
2026-06-12,GABC,pivot,Missing,19,22,-3,,,False,False
2026-06-12,GRC,pivot,True,178,187,-9,,,False,False
2026-06-12,GRDN,pivot,False,109,107,2,,,False,False
2026-06-12,HBCP,pivot,False,110,108,2,,,False,False
2026-06-12,HBNC,pivot,Missing,152,159,-7,,,False,False
2026-06-12,HLT,pivot,Missing,48,53,-5,,,False,False
2026-06-12,HMN,ma10_touch_confirm,Missing,76,109,-33,,,False,False
2026-06-12,HR,pivot,True,30,30,0,,,False,False
2026-06-12,HWBK,pivot,False,99,91,8,,,False,False
2026-06-12,IBKR,ceiling_pullback,False,111,110,1,,,False,False
2026-06-12,ICHR,pivot,False,211,203,8,,,False,False
2026-06-12,IDA,pivot,False,100,92,8,,,False,False
2026-06-12,IVT,three_weeks_tight,True,233,236,-3,,,False,False
2026-06-12,JBL,ma10_touch_confirm,False,212,204,8,,,False,False
2026-06-12,KALU,pivot,False,93,75,18,,,False,False
2026-06-12,KIM,pivot,Missing,260,260,0,,,False,False
2026-06-12,KLAC,pivot,False,267,267,0,,,False,False
2026-06-12,KLIC,pivot,False,213,205,8,,,False,False
2026-06-12,KRG,three_weeks_tight,Missing,250,256,-6,,,False,False
2026-06-12,KRYS,ma10_touch_confirm,False,26,25,1,,,False,False
2026-06-12,LIN,pivot,False,112,111,1,,,False,False
2026-06-12,LIND,pivot,False,113,112,1,,,False,False
2026-06-12,LIVN,pivot,False,175,151,24,,,False,False
2026-06-12,LQDA,three_weeks_tight,False,156,133,23,,,False,False
2026-06-12,MAC,ma10_touch_confirm,False,214,206,8,,,False,False
2026-06-12,MATX,ceiling_pullback,True,194,212,-18,,,False,False
2026-06-12,MITK,pivot,False,226,226,0,,,False,False
2026-06-12,MOV,ma10_touch_confirm,False,248,229,19,,,False,False
2026-06-12,MRX,pivot,False,215,207,8,,,False,False
2026-06-12,MTX,ceiling_pullback,True,49,54,-5,,,False,False
2026-06-12,MYE,pivot,Missing,151,158,-7,,,False,False
2026-06-12,MYFW,pivot,False,247,228,19,,,False,False
2026-06-12,NHC,ma10_touch_confirm,False,101,93,8,,,False,False
2026-06-12,NMM,pivot,True,60,76,-16,,,False,False
2026-06-12,NPO,pivot,True,67,86,-19,,,False,False
2026-06-12,NTB,ma10_touch_confirm,False,102,94,8,,,False,False
2026-06-12,NTST,ceiling_pullback,True,33,33,0,,,False,False
2026-06-12,NVMI,pivot,False,181,163,18,,,False,False
2026-06-12,OBK,ceiling_pullback,Missing,61,77,-16,,,False,False
2026-06-12,OCC,ceiling_pullback,False,264,262,2,,,False,False
2026-06-12,OFG,pivot,Missing,21,29,-8,,,False,False
2026-06-12,OII,pivot,True,55,64,-9,,,False,False
2026-06-12,ONTO,ceiling_pullback,False,192,185,7,,,False,False
2026-06-12,OSBC,pivot,Missing,70,95,-25,,,False,False
2026-06-12,OSW,pivot,True,34,34,0,,,False,False
2026-06-12,OVBC,ma10_touch_confirm,False,255,249,6,,,False,False
2026-06-12,OVLY,ma10_touch_confirm,Missing,236,239,-3,,,False,False
2026-06-12,PCB,ceiling_pullback,Missing,62,78,-16,,,False,False
2026-06-12,PDFS,pivot,False,157,135,22,,,False,False
2026-06-12,PEBK,ma10_touch_confirm,False,256,253,3,,,False,False
2026-06-12,PEBO,three_weeks_tight,False,114,113,1,,,False,False
2026-06-12,PECO,pivot,False,115,114,1,,,False,False
2026-06-12,PHIN,pivot,Missing,261,264,-3,,,False,False
2026-06-12,PKBK,pivot,False,83,55,28,,,False,False
2026-06-12,PKE,pivot,False,87,66,21,,,False,False
2026-06-12,PLBC,ma10_touch_confirm,Missing,243,250,-7,,,False,False
2026-06-12,PLGO,pivot,False,84,56,28,,,False,False
2026-06-12,PLOW,pivot,False,184,165,19,,,False,False
2026-06-12,PLPC,ma10_touch_confirm,False,196,189,7,,,False,False
2026-06-12,PLXS,pivot,True,179,188,-9,,,False,False
2026-06-12,PRM,ceiling_pullback,True,119,119,0,,,False,False
2026-06-12,PSMT,ma10_touch_confirm,False,116,115,1,,,False,False
2026-06-12,PSTL,ma10_touch_confirm,False,28,27,1,,,False,False
2026-06-12,PTGX,ceiling_pullback,True,42,42,0,,,False,False
2026-06-12,RBC,ma10_touch_confirm,False,103,96,7,,,False,False
2026-06-12,RBKB,pivot,False,97,88,9,,,False,False
2026-06-12,RFIL,pivot,False,185,166,19,,,False,False
2026-06-12,RL,pivot,False,117,116,1,,,False,False
2026-06-12,ROIV,pivot,False,188,177,11,,,False,False
2026-06-12,ROK,ceiling_pullback,True,35,35,0,,,False,False
2026-06-12,ROKU,pivot,False,155,128,27,,,False,False
2026-06-12,ROST,pivot,False,94,79,15,,,False,False
2026-06-12,RSI,pivot,False,24,21,3,,,False,False
2026-06-12,SCHL,ma10_touch_confirm,True,36,36,0,,,False,False
2026-06-12,SENEA,pivot,False,22,18,4,,,False,False
2026-06-12,SEPN,pivot,Missing,148,154,-6,,,False,False
2026-06-12,SFNC,pivot,Missing,18,20,-2,,,False,False
2026-06-12,SHBI,ma10_touch_confirm,Missing,204,221,-17,,,False,False
2026-06-12,SIF,pivot,False,189,178,11,,,False,False
2026-06-12,SILC,ma10_touch_confirm,False,200,194,6,,,False,False
2026-06-12,SITM,ma10_touch_confirm,False,186,167,19,,,False,False
2026-06-12,SLAB,pivot,True,15,15,0,,,False,False
2026-06-12,SMBC,three_weeks_tight,False,257,254,3,,,False,False
2026-06-12,SMTC,pivot,False,104,97,7,,,False,False
2026-06-12,SNDK,pivot,False,216,208,8,,,False,False
2026-06-12,SNEX,pivot,True,43,43,0,,,False,False
2026-06-12,SPHR,pivot,True,44,44,0,,,False,False
2026-06-12,SRBK,ma10_touch_confirm,False,85,57,28,,,False,False
2026-06-12,SRCE,ma10_touch_confirm,True,68,87,-19,,,False,False
2026-06-12,STBA,three_weeks_tight,Missing,77,117,-40,,,False,False
2026-06-12,SYRE,pivot,True,195,213,-18,,,False,False
2026-06-12,TBBB,ma10_touch_confirm,Missing,205,222,-17,,,False,False
2026-06-12,THFF,ma10_touch_confirm,Missing,249,255,-6,,,False,False
2026-06-12,TIGO,pivot,False,223,223,0,,,False,False
2026-06-12,TMP,three_weeks_tight,Missing,63,80,-17,,,False,False
2026-06-12,TNGX,pivot,True,150,157,-7,,,False,False
2026-06-12,TNK,ma10_touch_confirm,Missing,183,195,-12,,,False,False
2026-06-12,TNL,ma10_touch_confirm,False,201,196,5,,,False,False
2026-06-12,TRMK,pivot,True,56,65,-9,,,False,False
2026-06-12,TSM,pivot,False,121,121,0,,,False,False
2026-06-12,TTMI,pivot,False,86,58,28,,,False,False
2026-06-12,TVTX,ceiling_pullback,False,224,224,0,,,False,False
2026-06-12,UCTT,pivot,False,225,225,0,,,False,False
2026-06-12,UFCS,ma10_touch_confirm,False,217,209,8,,,False,False
2026-06-12,UVE,ceiling_pullback,True,50,59,-9,,,False,False
2026-06-12,UVSP,ma10_touch_confirm,False,118,118,0,,,False,False
2026-06-12,VECO,pivot,False,266,266,0,,,False,False
2026-06-12,VIRT,pivot,False,95,81,14,,,False,False
2026-06-12,WBI,pivot,True,240,244,-4,,,False,False
2026-06-12,WBS,pivot,True,17,17,0,,,False,False
2026-06-12,WEYS,ceiling_pullback,False,254,248,6,,,False,False
2026-06-12,WSBF,three_weeks_tight,True,232,235,-3,,,False,False
2026-06-12,WSFS,pivot,False,96,82,14,,,False,False
2026-06-12,WULF,pivot,False,197,191,6,,,False,False
2026-06-12,WWD,pivot,False,105,98,7,,,False,False
2026-06-18,ACLS,ma10_touch_confirm,True,33,48,-15,,,False,False
2026-06-18,ADI,ma10_touch_confirm,False,2,2,0,2.0,2.0,True,True
2026-06-18,AEHR,pivot,True,115,119,-4,,,False,False
2026-06-18,AEIS,ma10_touch_confirm,False,131,130,1,,,False,False
2026-06-18,AFBI,ma10_touch_confirm,Missing,36,51,-15,,,False,False
2026-06-18,AIP,ma10_touch_confirm,False,121,120,1,,,False,False
2026-06-18,AIR,ma10_touch_confirm,Missing,31,43,-12,,,False,False
2026-06-18,ALGM,ceiling_pullback,False,144,144,0,,,False,False
2026-06-18,AMD,pivot,True,10,10,0,,,False,False
2026-06-18,AMKR,ma10_touch_confirm,False,141,139,2,,,False,False
2026-06-18,AOSL,ma10_touch_confirm,False,112,110,2,,,False,False
2026-06-18,ARWR,ceiling_pullback,True,83,86,-3,,,False,False
2026-06-18,ASH,ma10_touch_confirm,Missing,37,52,-15,,,False,False
2026-06-18,ASX,ma10_touch_confirm,False,106,100,6,,,False,False
2026-06-18,AVT,ma10_touch_confirm,False,60,53,7,,,False,False
2026-06-18,AXGN,ma10_touch_confirm,False,5,5,0,,,False,False
2026-06-18,AZZ,ma10_touch_confirm,Missing,38,54,-16,,,False,False
2026-06-18,BAP,ma10_touch_confirm,Missing,22,22,0,,,False,False
2026-06-18,BCAX,pivot,False,61,55,6,,,False,False
2026-06-18,BE,pivot,False,45,23,22,,,False,False
2026-06-18,BEN,pivot,False,46,24,22,,,False,False
2026-06-18,BHE,ma10_touch_confirm,True,11,11,0,,,False,False
2026-06-18,BJRI,ma10_touch_confirm,Missing,39,56,-17,,,False,False
2026-06-18,BLBD,ceiling_pullback,False,107,103,4,,,False,False
2026-06-18,BPRN,ma10_touch_confirm,Missing,27,37,-10,,,False,False
2026-06-18,BVFL,pivot,False,55,38,17,,,False,False
2026-06-18,CALY,pivot,Missing,32,44,-12,,,False,False
2026-06-18,CAT,pivot,False,139,134,5,,,False,False
2026-06-18,CCBG,pivot,True,17,17,0,,,False,False
2026-06-18,CHRN,ma10_touch_confirm,False,69,67,2,,,False,False
2026-06-18,CLDX,pivot,Missing,95,104,-9,,,False,False
2026-06-18,CMI,pivot,False,130,129,1,,,False,False
2026-06-18,CTRN,pivot,Missing,76,77,-1,,,False,False
2026-06-18,CW,ma10_touch_confirm,False,125,122,3,,,False,False
2026-06-18,D,pivot,False,62,57,5,,,False,False
2026-06-18,DAL,ceiling_pullback,False,126,125,1,,,False,False
2026-06-18,DAVE,pivot,Missing,75,76,-1,,,False,False
2026-06-18,DIOD,pivot,False,47,25,22,,,False,False
2026-06-18,DXPE,pivot,False,108,105,3,,,False,False
2026-06-18,ECBK,ma10_touch_confirm,Missing,18,18,0,,,False,False
2026-06-18,EIG,ma10_touch_confirm,False,63,58,5,,,False,False
2026-06-18,ENTG,pivot,Missing,134,136,-2,,,False,False
2026-06-18,ESE,pivot,True,34,49,-15,,,False,False
2026-06-18,ESI,pivot,True,122,123,-1,,,False,False
2026-06-18,FCEL,ma10_touch_confirm,False,114,113,1,,,False,False
2026-06-18,FDSB,ma10_touch_confirm,Missing,23,26,-3,,,False,False
2026-06-18,FORM,ma10_touch_confirm,False,119,117,2,,,False,False
2026-06-18,FRO,pivot,False,84,75,9,,,False,False
2026-06-18,FSTR,pivot,False,48,27,21,,,False,False
2026-06-18,FUSB,pivot,True,29,41,-12,,,False,False
2026-06-18,GEV,pivot,False,4,4,0,3.0,3.0,True,True
2026-06-18,GFS,ma10_touch_confirm,False,113,111,2,,,False,False
2026-06-18,GHM,ma10_touch_confirm,False,109,106,3,,,False,False
2026-06-18,GL,ma10_touch_confirm,False,64,59,5,,,False,False
2026-06-18,GLW,pivot,False,8,8,0,,,False,False
2026-06-18,GNRC,ma10_touch_confirm,False,98,87,11,,,False,False
2026-06-18,GTX,pivot,False,49,28,21,,,False,False
2026-06-18,GVA,pivot,False,65,60,5,,,False,False
2026-06-18,HFBL,pivot,True,12,12,0,,,False,False
2026-06-18,HTB,ma10_touch_confirm,False,56,39,17,,,False,False
2026-06-18,ICHR,ma10_touch_confirm,False,93,82,11,,,False,False
2026-06-18,IFS,ma10_touch_confirm,Missing,24,29,-5,,,False,False
2026-06-18,INSW,ma10_touch_confirm,True,19,19,0,,,False,False
2026-06-18,INTC,pivot,False,73,73,0,,,False,False
2026-06-18,IRM,ma10_touch_confirm,True,13,13,0,,,False,False
2026-06-18,KEYS,ma10_touch_confirm,False,57,45,12,,,False,False
2026-06-18,KLIC,ma10_touch_confirm,False,142,141,1,,,False,False
2026-06-18,KNSA,ma10_touch_confirm,False,120,118,2,,,False,False
2026-06-18,LION,pivot,False,6,6,0,,,False,False
2026-06-18,LOCO,ma10_touch_confirm,Missing,25,30,-5,,,False,False
2026-06-18,LSCC,pivot,False,50,31,19,,,False,False
2026-06-18,LTH,pivot,Missing,43,68,-25,,,False,False
2026-06-18,LYTS,ma10_touch_confirm,Missing,40,61,-21,,,False,False
2026-06-18,MCHP,ma10_touch_confirm,False,99,88,11,,,False,False
2026-06-18,MCY,ceiling_pullback,False,51,32,19,,,False,False
2026-06-18,MKSI,ma10_touch_confirm,False,117,114,3,,,False,False
2026-06-18,MOD,ma10_touch_confirm,False,101,90,11,,,False,False
2026-06-18,MOV,ma10_touch_confirm,False,52,33,19,,,False,False
2026-06-18,MRNA,pivot,True,82,84,-2,,,False,False
2026-06-18,MRX,ma10_touch_confirm,False,53,34,19,,,False,False
2026-06-18,MTSI,pivot,False,9,9,0,,,False,False
2026-06-18,MYRG,ma10_touch_confirm,False,54,35,19,,,False,False
2026-06-18,NBIS,ma10_touch_confirm,False,140,135,5,,,False,False
2026-06-18,NPKI,pivot,False,66,62,4,,,False,False
2026-06-18,NVRI,ma10_touch_confirm,Missing,41,63,-22,,,False,False
2026-06-18,NVT,pivot,False,72,72,0,,,False,False
2026-06-18,NXPI,ceiling_pullback,False,129,128,1,,,False,False
2026-06-18,ONTO,ma10_touch_confirm,False,70,69,1,,,False,False
2026-06-18,OPY,ma10_touch_confirm,False,132,131,1,,,False,False
2026-06-18,ORKA,pivot,False,100,89,11,,,False,False
2026-06-18,OSS,ma10_touch_confirm,True,124,127,-3,,,False,False
2026-06-18,OUST,ceiling_pullback,False,102,95,7,,,False,False
2026-06-18,PANW,pivot,False,110,107,3,,,False,False
2026-06-18,PBFS,ma10_touch_confirm,Missing,28,40,-12,,,False,False
2026-06-18,PTGX,ma10_touch_confirm,True,14,14,0,,,False,False
2026-06-18,QCOM,ma10_touch_confirm,False,7,7,0,,,False,False
2026-06-18,RBC,pivot,False,67,64,3,,,False,False
2026-06-18,RGCO,pivot,Missing,42,65,-23,,,False,False
2026-06-18,RLAY,ma10_touch_confirm,False,145,145,0,,,False,False
2026-06-18,RMIX,ma10_touch_confirm,False,94,85,9,,,False,False
2026-06-18,ROIV,pivot,False,58,46,12,,,False,False
2026-06-18,ROK,pivot,True,20,20,0,,,False,False
2026-06-18,RVMD,pivot,True,35,50,-15,,,False,False
2026-06-18,SEI,pivot,True,21,21,0,,,False,False
2026-06-18,SHAZ,pivot,False,143,142,1,,,False,False
2026-06-18,SLAB,ma10_touch_confirm,True,15,15,0,,,False,False
2026-06-18,SN,ma10_touch_confirm,Missing,44,70,-26,,,False,False
2026-06-18,SPHR,ma10_touch_confirm,True,16,16,0,,,False,False
2026-06-18,SSRM,ceiling_pullback,True,138,143,-5,,,False,False
2026-06-18,STNG,ma10_touch_confirm,Missing,96,108,-12,,,False,False
2026-06-18,SWBI,pivot,False,127,126,1,,,False,False
2026-06-18,TER,pivot,False,1,1,0,1.0,1.0,True,True
2026-06-18,TGTX,ma10_touch_confirm,Missing,135,137,-2,,,False,False
2026-06-18,TRVI,pivot,Missing,81,83,-2,,,False,False
2026-06-18,TSEM,ma10_touch_confirm,False,111,109,2,,,False,False
2026-06-18,TSM,ma10_touch_confirm,False,105,99,6,,,False,False
2026-06-18,TTMI,ma10_touch_confirm,False,118,115,3,,,False,False
2026-06-18,TXN,pivot,False,3,3,0,,,False,False
2026-06-18,VIK,ma10_touch_confirm,False,59,47,12,,,False,False
2026-06-18,VSXY,ma10_touch_confirm,Missing,26,36,-10,,,False,False
2026-06-18,WAB,ma10_touch_confirm,True,30,42,-12,,,False,False
2026-06-18,WSR,pivot,False,68,66,2,,,False,False
2026-06-18,WULF,ma10_touch_confirm,False,71,71,0,,,False,False
2026-06-18,WWD,pivot,False,104,98,6,,,False,False
2026-06-26,ABCB,pivot,False,67,66,1,,,False,False
2026-06-26,ACA,ma10_touch_confirm,Missing,165,167,-2,,,False,False
2026-06-26,AEE,ceiling_pullback,False,75,75,0,,,False,False
2026-06-26,AEP,ceiling_pullback,False,149,146,3,,,False,False
2026-06-26,AGX,pivot,False,87,86,1,,,False,False
2026-06-26,ALL,three_weeks_tight,False,207,203,4,,,False,False
2026-06-26,AMAL,ma10_touch_confirm,False,72,72,0,,,False,False
2026-06-26,AMN,pivot,False,88,87,1,,,False,False
2026-06-26,AMTB,pivot,False,136,121,15,,,False,False
2026-06-26,APGE,pivot,Missing,202,205,-3,,,False,False
2026-06-26,AROC,pivot,False,146,143,3,,,False,False
2026-06-26,AROW,ma10_touch_confirm,False,54,51,3,,,False,False
2026-06-26,ASB,ma10_touch_confirm,False,158,157,1,,,False,False
2026-06-26,ASND,pivot,False,47,43,4,,,False,False
2026-06-26,ATLO,pivot,False,49,46,3,,,False,False
2026-06-26,AVBP,pivot,False,206,201,5,,,False,False
2026-06-26,BATRA,pivot,False,185,178,7,,,False,False
2026-06-26,BCAX,ceiling_pullback,False,148,145,3,,,False,False
2026-06-26,BNL,ma10_touch_confirm,False,181,173,8,,,False,False
2026-06-26,BRX,pivot,False,89,88,1,,,False,False
2026-06-26,BUUU,ma10_touch_confirm,False,210,210,0,,,False,False
2026-06-26,BVFL,pivot,False,209,208,1,,,False,False
2026-06-26,BWFG,ma10_touch_confirm,False,132,117,15,,,False,False
2026-06-26,CAC,ceiling_pullback,False,46,42,4,,,False,False
2026-06-26,CBK,ma10_touch_confirm,False,76,76,0,,,False,False
2026-06-26,CBL,ma10_touch_confirm,False,134,119,15,,,False,False
2026-06-26,CCBG,ceiling_pullback,True,167,171,-4,,,False,False
2026-06-26,CHMG,ma10_touch_confirm,False,66,65,1,,,False,False
2026-06-26,CLBK,ceiling_pullback,False,42,35,7,,,False,False
